,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,EVR,CPI,cons_conf_idx,euribor,no_emp,y,y_n
21431,46,technician,married,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21432,59,blue-collar,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21433,33,admin.,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21434,52,self-employed,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21436,48,management,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21437,48,management,married,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21438,48,management,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21441,31,technician,married,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21442,49,services,single,professional.course,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21444,35,admin.,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21445,31,technician,married,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21446,32,technician,divorced,professional.course,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21448,41,admin.,divorced,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21449,33,technician,single,university.degree,no,no,no,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21450,52,self-employed,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21451,37,admin.,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21452,31,management,married,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21453,58,retired,married,N/A,no,no,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21454,36,management,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21455,33,technician,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21456,29,management,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21457,36,admin.,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21458,29,management,single,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21459,45,admin.,married,high.school,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21460,31,admin.,single,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21462,38,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21463,44,services,married,basic.4y,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21464,49,admin.,married,high.school,no,yes,no,aug,tue,8,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21465,32,technician,single,university.degree,no,yes,no,aug,tue,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21466,50,admin.,divorced,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21468,33,technician,single,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21469,33,technician,single,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21470,32,admin.,divorced,university.degree,no,no,no,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21471,36,admin.,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21472,54,housemaid,married,basic.4y,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21474,33,technician,single,professional.course,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21475,34,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21476,44,technician,married,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21477,30,technician,married,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21478,34,technician,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21481,30,admin.,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21482,58,admin.,divorced,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21483,30,self-employed,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21484,32,admin.,single,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21485,32,technician,single,high.school,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21486,49,blue-collar,married,basic.6y,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21487,54,self-employed,married,high.school,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21488,48,management,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21489,39,admin.,married,university.degree,no,no,no,aug,tue,8,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21490,30,admin.,single,university.degree,no,no,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21491,32,admin.,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21492,33,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21493,46,blue-collar,married,basic.6y,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21494,38,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21495,32,admin.,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21496,47,housemaid,married,basic.4y,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21497,36,technician,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21498,31,technician,married,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21499,55,technician,married,professional.course,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21500,36,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21501,47,blue-collar,married,basic.9y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21502,36,admin.,married,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21503,48,management,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21504,29,technician,married,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21505,46,blue-collar,married,basic.6y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21506,46,blue-collar,married,basic.6y,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21507,56,admin.,married,basic.9y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21508,35,admin.,single,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21509,33,technician,married,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21510,48,technician,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21512,40,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21513,30,technician,single,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21514,33,admin.,single,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21516,59,admin.,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21517,45,technician,single,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21518,33,technician,divorced,high.school,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21519,31,management,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21520,36,technician,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21521,50,technician,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21522,52,admin.,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21523,37,technician,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21524,58,technician,divorced,professional.course,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21526,30,self-employed,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21527,47,services,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21528,50,blue-collar,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21529,58,self-employed,married,university.degree,no,yes,yes,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21530,31,admin.,single,university.degree,no,no,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21531,30,admin.,married,university.degree,no,no,yes,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21532,44,blue-collar,married,basic.6y,no,yes,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21533,30,technician,single,high.school,no,yes,no,aug,tue,13,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21534,31,admin.,divorced,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21535,34,technician,married,high.school,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21536,33,admin.,single,university.degree,no,yes,yes,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21537,32,admin.,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21538,41,admin.,married,university.degree,no,no,no,aug,tue,17,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21539,52,admin.,married,high.school,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21540,36,admin.,married,university.degree,no,no,no,aug,tue,13,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21542,42,admin.,divorced,university.degree,no,no,no,aug,tue,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21543,58,admin.,divorced,university.degree,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21544,38,technician,single,professional.course,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21545,32,technician,single,high.school,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21546,36,admin.,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21547,36,admin.,single,university.degree,no,no,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21548,54,technician,married,professional.course,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21549,36,admin.,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21550,42,technician,divorced,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21551,32,technician,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21552,37,technician,married,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21553,47,admin.,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21554,46,admin.,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21555,37,self-employed,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21557,31,technician,married,high.school,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21559,52,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21561,54,blue-collar,married,basic.4y,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21562,33,technician,married,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21563,54,blue-collar,married,basic.4y,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21564,30,admin.,single,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21565,43,admin.,married,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21566,43,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21567,33,technician,single,university.degree,no,yes,yes,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21568,58,retired,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21569,29,technician,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21570,31,admin.,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21572,48,technician,married,high.school,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21573,48,technician,married,high.school,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21574,34,admin.,married,university.degree,no,yes,yes,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21575,41,technician,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21576,34,admin.,married,university.degree,no,no,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21577,47,services,married,basic.4y,no,yes,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21578,32,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21579,29,admin.,single,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21580,48,technician,married,professional.course,yes,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21581,48,technician,married,professional.course,yes,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21582,52,technician,divorced,professional.course,no,yes,no,aug,tue,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21583,49,admin.,married,high.school,no,yes,yes,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21584,36,unemployed,single,professional.course,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21585,40,admin.,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21587,40,admin.,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21588,32,technician,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21589,54,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21591,40,admin.,married,high.school,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21592,30,admin.,married,university.degree,no,yes,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21593,32,management,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21594,32,admin.,single,high.school,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21595,49,blue-collar,married,basic.9y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21596,31,unemployed,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21597,31,unemployed,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21598,49,blue-collar,married,basic.9y,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21599,40,management,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21600,47,unemployed,married,professional.course,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21604,45,blue-collar,married,basic.4y,no,yes,no,aug,tue,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21605,59,admin.,married,basic.4y,no,yes,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21607,33,technician,married,professional.course,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21608,41,blue-collar,divorced,basic.9y,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21609,30,technician,married,high.school,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21610,30,technician,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21612,30,technician,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21615,33,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21617,50,blue-collar,married,basic.4y,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21618,54,management,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21620,37,technician,married,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21621,31,self-employed,married,university.degree,no,no,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21622,35,technician,married,professional.course,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21623,31,admin.,single,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21624,31,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21625,54,blue-collar,married,basic.4y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21626,40,admin.,married,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21629,31,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21631,32,admin.,single,university.degree,no,yes,yes,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21632,31,admin.,married,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21633,45,admin.,single,university.degree,no,no,yes,aug,tue,11,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21634,50,technician,married,high.school,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21635,49,admin.,married,high.school,no,no,no,aug,tue,13,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21637,32,admin.,single,university.degree,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21638,45,blue-collar,married,N/A,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21639,30,technician,married,high.school,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21641,35,management,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21642,36,technician,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21643,39,technician,divorced,high.school,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21644,54,blue-collar,married,basic.4y,no,yes,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21645,56,retired,married,basic.4y,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21646,29,management,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21648,32,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21649,30,management,married,high.school,no,yes,no,aug,tue,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21650,29,admin.,single,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21651,45,technician,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21652,42,technician,married,professional.course,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21653,41,admin.,divorced,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21654,34,technician,single,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
